id,name,descr,lang_code,is_active,cr_by,cr_dtimes
10001,Pre-Registration,Web portal for pre-registrations,eng,TRUE,superadmin,now()
10001,ما قبل التسجيل,بوابة الويب للتسجيلات المسبقة,TRUE,superadmin,now()
10002,Registration Client,Desktop application for Registrations,eng,TRUE,superadmin,now()
10002,عميل التسجيل,تطبيق سطح المكتب للتسجيلات,TRUE,superadmin,now()
10003,Registration Processor,Application for post-registration process,eng,TRUE,superadmin,now()
10003,معالج التسجيل,طلب لعملية ما بعد التسجيل,TRUE,superadmin,now()
10004,ID Authentication,Application for third party service provider authentication,eng,TRUE,superadmin,now()
10004,مصادقة الهوية,تطبيق لمصادقة موفر خدمة جهة خارجية,TRUE,superadmin,now()
10005,ID Control,Web portal for configuring applications,eng,TRUE,superadmin,now()
10005,التحكم في الهوية,بوابة الويب لتكوين التطبيقات,TRUE,superadmin,now()
10006,Resident Portal,Web portal for Post ID generation services,eng,TRUE,superadmin,now()
10006,بوابة المقيمين,البوابة الإلكترونية لخدمات إنشاء معرف المشاركة,TRUE,superadmin,now()
10001,Pré-inscription,Portail Web pour les pré-inscriptions,TRUE,superadmin,now()
10002,Client dinscription,Application de bureau pour les inscriptions,TRUE,superadmin,now()
10003,Processeur dinscription,Demande de post-inscription,TRUE,superadmin,now()
10004,Authentification ID,Application pour lauthentification du fournisseur de services tiers,TRUE,superadmin,now()
10005,Contrôle didentité,Portail Web pour la configuration dapplications,TRUE,superadmin,now()
10006,Portail Résident,Portail Web pour les services de génération de post-ID,TRUE,superadmin,now()
10001,ಪೂರ್ವ ನೋಂದಣಿ,ಪೂರ್ವ-ನೋಂದಣಿಗಾಗಿ ವೆಬ್ ಪೋರ್ಟಲ್,TRUE,superadmin,now()
10002,ನೋಂದಣಿ ಗ್ರಾಹಕ,ನೋಂದಣಿಗಾಗಿ ಡೆಸ್ಕ್‌ಟಾಪ್ ಅಪ್ಲಿಕೇಶನ್,TRUE,superadmin,now()
10003,ನೋಂದಣಿ ಪ್ರೊಸೆಸರ್,ನೋಂದಣಿ ನಂತರದ ಪ್ರಕ್ರಿಯೆಗಾಗಿ ಅರ್ಜಿ,TRUE,superadmin,now()
10004,ID ದೃಢೀಕರಣ,ಮೂರನೇ ವ್ಯಕ್ತಿಯ ಸೇವಾ ಪೂರೈಕೆದಾರರ ದೃಢೀಕರಣಕ್ಕಾಗಿ ಅರ್ಜಿ,TRUE,superadmin,now()
10005,ID ನಿಯಂತ್ರಣ,ಅಪ್ಲಿಕೇಶನ್‌ಗಳನ್ನು ಕಾನ್ಫಿಗರ್ ಮಾಡಲು ವೆಬ್ ಪೋರ್ಟಲ್,TRUE,superadmin,now()
10006,ನಿವಾಸ ಪೋರ್ಟಲ್,ಪೋಸ್ಟ್ ID ಜನರೇಷನ್ ಸೇವೆಗಳಿಗಾಗಿ ವೆಬ್ ಪೋರ್ಟಲ್,TRUE,superadmin,now()
10001,पूर्व-पंजीकरण,पूर्व पंजीकरण के लिए वेब पोर्टल,TRUE,superadmin,now()
10002,पंजीकरण ग्राहक,पंजीकरण के लिए डेस्कटॉप आवेदन,TRUE,superadmin,now()
10003,पंजीकरण प्रोसेसर,पंजीकरण के बाद की प्रक्रिया के लिए आवेदन,TRUE,superadmin,now()
10004,आईडी प्रमाणीकरण,तृतीय पक्ष सेवा प्रदाता प्रमाणीकरण के लिए आवेदन,TRUE,superadmin,now()
10005,आईडी नियंत्रण,अनुप्रयोगों को कॉन्फ़िगर करने के लिए वेब पोर्टल,TRUE,superadmin,now()
10006,निवासी पोर्टल,पोस्ट आईडी जनरेशन सेवाओं के लिए वेब पोर्टल,TRUE,superadmin,now()
10001,முன் பதிவு,முன் பதிவுகளுக்கான இணைய போர்டல்,TRUE,superadmin,now()
10002,பதிவு வாடிக்கையாளர்,பதிவுகளுக்கான டெஸ்க்டாப் பயன்பாடு,TRUE,superadmin,now()
10003,பதிவு செயலி,பதிவுக்குப் பிந்தைய செயல்முறைக்கான விண்ணப்பம்,TRUE,superadmin,now()
10004,ஐடி அங்கீகாரம்,மூன்றாம் தரப்பு சேவை வழங்குநரின் அங்கீகாரத்திற்கான விண்ணப்பம்,TRUE,superadmin,now()
10005,அடையாளக் கட்டுப்பாடு,பயன்பாடுகளை உள்ளமைப்பதற்கான இணைய போர்டல்,TRUE,superadmin,now()
10006,குடியுரிமை போர்ட்டல்,போஸ்ட் ஐடி உருவாக்கும் சேவைகளுக்கான இணைய போர்டல்,TRUE,superadmin,now()
